language,claim_id,contrast_id,outcome,seed,estimate
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,90,0.189856470464207
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,91,0.225578037374789
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,92,0.192747112748212
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,93,0.222984045989257
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,94,0.188894937465665
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,95,0.227217624125279
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,96,0.229734197169469
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,97,0.222939528021467
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,98,0.214048119064589
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,99,0.236231825074942
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,100,0.23263928768682
spanish,correct_assignment_advantage,correct_assignment_advantage__map_1,step_zero,101,0.235784456207989
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,90,0.215346641990482
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,91,0.250660261553112
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,92,0.224424053053176
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,93,0.265119198015392
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,94,0.209891453086508
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,95,0.24971707268925
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,96,0.253133380483011
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,97,0.258823330164465
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,98,0.253179104888368
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,99,0.275739210040093
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,100,0.257471734042357
spanish,correct_assignment_advantage,correct_assignment_advantage__map_2,step_zero,101,0.240509390491337
