language,claim_id,contrast_id,outcome,seed,estimate
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,90,0.249255140324653
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,91,0.279784062107003
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,92,0.279657288508786
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,93,0.304957866334142
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,94,0.265797310998627
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,95,0.292247613689466
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,96,0.289704923109271
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,97,0.285660441779682
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,98,0.306689227813265
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,99,0.310044944531435
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,100,0.307819512848025
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,step_zero,101,0.277190785670227
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,90,0.26240227413068
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,91,0.276687259756815
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,92,0.263215966062826
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,93,0.282303309246306
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,94,0.261220336028715
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,95,0.276643779337961
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,96,0.282095391526773
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,97,0.269706134437895
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,98,0.284233565798072
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,99,0.283456633941287
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,100,0.292113955124289
spanish,same_language_cross_run_effect,spanish_same_language_other_run_benefit,learning_curve_auc,101,0.274618935065347
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,90,0.251548168468027
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,91,0.230699840689514
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,92,0.21985038899169
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,93,0.265514646013319
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,94,0.244013005778271
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,95,0.238812193984688
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,96,0.231511882263979
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,97,0.245876274972581
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,98,0.219721749833115
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,99,0.23681449886835
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,100,0.226095401227182
german,same_language_cross_run_effect,german_same_language_other_run_benefit,step_zero,101,0.247526840640887
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,90,0.239670179755176
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,91,0.226079216926817
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,92,0.209832267750486
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,93,0.261739890649877
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,94,0.234833821367988
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,95,0.224496469285814
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,96,0.23265061556366
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,97,0.255782055216539
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,98,0.221445895212176
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,99,0.22853452656917
german,same_language_cross_run_effect,german_same_language_other_run_benefit,learning_curve_auc,100,0.214362120190937
